sentence,cluster,title,cluster_label
"Over 200 Dead, One Miracle Survivor Emerges.",54,"Air India Boeing 787-8 Dreamliner Crashes In Ahmedabad: Over 200 Dead, One Miracle Survivor Emerges","survivor, crash, air, air india, india"
"One survivor, Vishwas Kumar Ramesh, miraculously escaped and recounted the terrifying experience.",54,"Air India Boeing 787-8 Dreamliner Crashes In Ahmedabad: Over 200 Dead, One Miracle Survivor Emerges","survivor, crash, air, air india, india"
"At least one passenger survived the Air India crash, police say.",54,"At least one passenger survived the Air India crash, police say","survivor, crash, air, air india, india"
"At least one passenger on board Air India Flight 171 to London Gatwick survived, local police said.",54,"At least one passenger survived the Air India crash, police say","survivor, crash, air, air india, india"
"The Hindustan Times named the survivor as a British national, Vishwash Kumar Ramesh, and said he was receiving treatment.",54,"At least one passenger survived the Air India crash, police say","survivor, crash, air, air india, india"
British man survives Air India plane crash that kills 290.,54,British man survives Air India plane crash that kills 290,"survivor, crash, air, air india, india"
The survivor?s remarkable escape offers a rare glimpse into the disaster.,54,Air India Plane Crash: 241 Killed ? Sole Survivor Breaks Silence on DD India,"survivor, crash, air, air india, india"
Sole survivor of Air India crash describes the moments after impact.,54,Sole survivor of Air India crash describes the moments after impact,"survivor, crash, air, air india, india"
"Vishwash Kumar Ramesh, the lone survivor of Air India flight that crashed in the city of Ahmedabad, describes the moment he opened his eyes after the plane?s impact.",54,Sole survivor of Air India crash describes the moments after impact,"survivor, crash, air, air india, india"
"One man, Ramesh Vishwaskumar, survived.",54,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265","survivor, crash, air, air india, india"
British national survives Air India plane crash.,54,British national survives Air India plane crash,"survivor, crash, air, air india, india"
"A British national has survived the Air India plane crash, according to Indian media.",54,British national survives Air India plane crash,"survivor, crash, air, air india, india"
'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash.,54,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"survivor, crash, air, air india, india"
Ramesh Vishwa Kumar is the lone survivor of Ahmedabad Air India plane crash which claimed the lives of 241 onboard the plane.,54,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"survivor, crash, air, air india, india"
"""I myself couldn't believe that I survived the crash.",54,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"survivor, crash, air, air india, india"
"For a while, I thought I'll die but when I opened my eyes, I was alive then I tried to open my seat belt and tried to escape from there.",54,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"survivor, crash, air, air india, india"
Officials have also been trying to establish how many people were killed on the ground and have been continuing the slow process of matching DNA samples to confirm the victims' identities.,53,Air India plane crash death toll rises to 270 | BBC News,"ground, hostel, people, 30, crashed"
Around 30 people died on the ground.,53,US? NTSB and Boeing officials visit Air India AI-171 crash site in Ahmedabad,"ground, hostel, people, 30, crashed"
"The plane crashed into a medical hostel mess, where approximately 30 doctors were present.",53,"Miracle Survivor, Ramesh,  Found In Air India Plane Crash, Jumped From Seat 11A | Ahmedabad Crash","ground, hostel, people, 30, crashed"
"Under a minute later, it plummeted from an altitude of 625 feet and crashed into a doctors' hostel, with several casualties feared both inside the aircraft and in the building it damaged.",53,Air India Plane Crash: What Is A Black Box In An Aircraft?,"ground, hostel, people, 30, crashed"
Among the dead are five MBBS students.,53,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265","ground, hostel, people, 30, crashed"
Authorities said that "many people" were killed and that the plane struck a hostel building for doctors.,53,"Air India plane crashes after takeoff in Ahmedabad, 'many' killed","ground, hostel, people, 30, crashed"
BJ Medical College Ahmedabad | Pics Show Air India Plane Crashed On Medical Students' Hostel.,53,BJ Medical College Ahmedabad | Pics Show Air India Plane Crashed On Medical Students' Hostel,"ground, hostel, people, 30, crashed"
The visuals showed a part of the aircraft stuck inside the students' hostel of the BJ Medical College.,53,BJ Medical College Ahmedabad | Pics Show Air India Plane Crashed On Medical Students' Hostel,"ground, hostel, people, 30, crashed"
"So farm 30 deaths have been confirmed while several others have been taken to the hospital for treatment, according to CNN-News18.",53,BREAKING LIVE: London-Bound Air India Flight Crashes Near Ahmedabad | London Gatwick Flight News,"ground, hostel, people, 30, crashed"
The plane crashed into a medical hostel building.,53,Experts Discuss What May Have Caused The Crash Of Air India Plane In Ahmedabad Minutes After Takeoff,"ground, hostel, people, 30, crashed"
At least 265 people died in the tragic incident.,53,Watch: Moment Air India Plane Crashed in Ahmedabad | Subscribe to Firstpost | N18G,"ground, hostel, people, 30, crashed"
According to reports in the Indian media the plane crashed into a building comprising accommodation for doctors working in local hospitals.,53,Footage shows aftermath at Air India flight 171 crash site,"ground, hostel, people, 30, crashed"
Local media are reporting the aircraft crashed on a Medical College hostel.,53,No known survivors in Air India Flight 171 crash: City police commissioner,"ground, hostel, people, 30, crashed"
The number of victims on the ground is unclear.,53,No known survivors in Air India Flight 171 crash: City police commissioner,"ground, hostel, people, 30, crashed"
Vigils honouring the dead have taken place across India and the UK.,52,Air India plane crash death toll rises to 270 | BBC News,"india, families, family, dead, manipur"
"The tragedy has affected families across India, from Manipur to Maharashtra.",52,Air India Salutes its Fallen Comrades | Ahmedabad Airplane Crash News | India Today,"india, families, family, dead, manipur"
The BBC's Navtej Johal spoke to the family's cousin in India and neighbours in the UK.,52,Doctor and family among Air India crash victims | BBC News India,"india, families, family, dead, manipur"
Authorities continue investigations as families mourn the devastating loss.,52,Air India Plane Crash: 241 Killed ? Sole Survivor Breaks Silence on DD India,"india, families, family, dead, manipur"
Dead | India Today News.,52,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","india, families, family, dead, manipur"
The tragedy has devastated families across India and abroad.,52,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","india, families, family, dead, manipur"
"Among the victims were a family of five from Banswara, a newly-wed bride, cabin crew members from Manipur, and British citizens.",52,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","india, families, family, dead, manipur"
"The disaster has left a nation in mourning, with personal stories and last moments shared on social media.",52,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","india, families, family, dead, manipur"
Ahmedabad Plane Crash | Air India Cabin Crew's Grieving Family Speaks To NDTV.,52,Ahmedabad Plane Crash | Air India Cabin Crew's Grieving Family Speaks To NDTV,"india, families, family, dead, manipur"
"The family members of 22-year-old Nganthoi Sharma Kongbrailatpam, from Awang Leikei of Thoubal district in Manipur, were gathered on the red-tiled floor, consoling each other as they were informed of the crash.",52,Ahmedabad Plane Crash | Air India Cabin Crew's Grieving Family Speaks To NDTV,"india, families, family, dead, manipur"
"India's Aircraft Accident Investigation Bureau (AAIB) is leading the inquiry into the cause of the crash, helped by teams from the US and UK.",51,Air India plane crash death toll rises to 270 | BBC News,"crash, air, air india, india, plane"
Air India Plane Crash:,51,Air India Plane Crash: Ahmedabad Civil Hospital Identified 47 Victims After DNA Testing,"crash, air, air india, india, plane"
Air India Plane Crash:,51,Air India Plane Crash: Ahmedabad Civil Hospital Identified 47 Victims After DNA Testing,"crash, air, air india, india, plane"
"Air India Crash I BA 787 Chennai Flight Turns Back, Saudia Airline Smoke Scare",51,"Air India Crash I BA 787 Chennai Flight Turns Back, Saudia Airline Smoke Scare I Boeing I Barkha","crash, air, air india, india, plane"
Air India crash: What could have gone wrong?.,51,Air India crash: What could have gone wrong?,"crash, air, air india, india, plane"
Air India Plane Crash:,51,Air India Plane Crash: Teen Who Recorded Viral Air India Crash Video ?Very Scared? | Ahmedabad Plane,"crash, air, air india, india, plane"
Air India Plane Crash:,51,Air India Plane Crash: Teen Who Recorded Viral Air India Crash Video ?Very Scared? | Ahmedabad Plane,"crash, air, air india, india, plane"
"At this moment, we are ascertaining the details and will share further updates at the earliest on http://airindia.com and on our X handle,? Air India posted on X

Emergency Contact: 011-24610843 | 9650391859",51,Ahmedabad Plane Crash: First Visuals From Air India Flight Crash Site; Rescue Ops Underway | N18V,"crash, air, air india, india, plane"
Ahmedabad Plane Crash LIVE: Aviation Expert Captain Steve Discusses Theories Behind Air India Crash.,51,Ahmedabad Plane Crash LIVE: Aviation Expert Captain Steve Discusses Theories Behind Air India Crash,"crash, air, air india, india, plane"
Experts Discuss What May Have Caused The Crash Of Air India Plane In Ahmedabad Minutes,51,Experts Discuss What May Have Caused The Crash Of Air India Plane In Ahmedabad Minutes After Takeoff,"crash, air, air india, india, plane"
"#AhmedabadPlaneCrash #AirIndiaAI171 #BlackBoxRecovered #AviationInvestigation #AirIndiaCrash #BreakingNews #FlightAI171 #AviationSafety #DGCA #CrashInvestigation

-------------------------------------------------------------------------------------------------------------

Full Story",50,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"crash, india, https, air, air india"
"The exact details of the aircraft type, number of passengers, and cause of the incident are yet to be confirmed by officials.",50,Ahmedabad Plane Crash News LIVE | Air India Airplane Crash In Ahmedabad | Ahmedabad Airplane Crash,"crash, india, https, air, air india"
"Tune in as Barkha Dutt discusses more on the incident with,
Captain Mohan Ranganathan, Former instructor pilot of Boeing 737
Group Captain Ajay Ahlawat, IAF Veteran
Captain CS Randhwa, President FIP",50,"Air India Crash I BA 787 Chennai Flight Turns Back, Saudia Airline Smoke Scare I Boeing I Barkha","crash, india, https, air, air india"
"https://www.theguardian.com/world/2025/jun/12/air-india-flight-171-plane-crash-what-we-know-ahmedabad-gatwick

Air India plane crash - latest updates ?",50,"At least one survivor from Air India plane crash, Ahmedabad police say","crash, india, https, air, air india"
"For more info, please go to https://globalnews.ca/news/11237461/air-india-plane-crash/
Subscribe to Global News Channel HERE: http://bit.ly/20fcXDc
Like Global News on Facebook HERE: http://bit.ly/255GMJQ
Follow Global News on X HERE: http://bit.ly/1Toz8mt
Follow Global News on Instagram HERE: https://bit.ly/2QZaZIB
#airindiacrash #GlobalNews",50,Air India crash: Investigators recover black box as families wait for answers,"crash, india, https, air, air india"
"Ahmedabad Plane Crash: Greg Feith, a former senior air safety investigator with the US National Transportation Safety Board (NTSB), draws on early video footage of the Thursday crash and his decades of experience to explain what may have gone wrong with AI 717, what questions investigators will now be asking, and why patience ? not speculation ? is essential in the hours and days after a crash.",50,Air India Ahmedabad Crash Veteran NTSB Investigator Greg Feith On What Videos Reveal,"crash, india, https, air, air india"
"Air India confirmed the flight was involved in an incident and said ""we are ascertaining the details and will share further updates at the earliest"" in a post on X.

#airindia #airinidacrash #planecrash #boeing #boeing787 #india #breakingnews #shortsfeed 

Subscribe on YouTube: https://bit.ly/2JjpnIb

- - - - - - - - - - - - -

Facebook: https://www.facebook.com/Newsweek
Twitter: https://twitter.com/Newsweek
Instagram: https://www.instagram.com/Newsweek
https://www.newsweek.com",50,Air India Crash: Boeing 787 Flight Crashes In Ahmedabad,"crash, india, https, air, air india"
